self-learning capability?,Extra-courses did,Taken inputs from seniors or elders,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role,Technical Score,Communication Score,Learning Score,Professional Score,Leadership Score,Personality Score,Career Readiness,Book_Category,Certification_Category,Workshop_Category,Subject_Category,Career_Area,Company_Category
1,0,1,0,0,0,0,0,16,11,2,29,1,12,9.700000000000001,3,4,3,1,1,3
1,0,1,0,1,0,1,0,15,12,2,29,1,12,9.55,1,0,2,4,0,2
0,0,0,1,0,0,1,0,7,10,0,17,1,10,5.450000000000001,3,1,0,4,3,0
0,1,1,1,0,0,0,0,16,8,2,26,1,9,8.950000000000001,0,2,0,0,2,4
0,0,1,0,0,0,0,0,11,10,1,22,1,11,7.250000000000001,1,3,0,4,1,3
0,0,1,1,0,0,0,0,15,12,1,28,1,13,9.35,5,3,3,2,2,2
1,1,1,0,1,0,1,0,10,5,3,18,1,5,6.0,1,2,2,4,3,1
0,0,1,0,0,0,1,0,14,8,1,23,1,8,7.950000000000001,5,0,2,1,0,4
0,0,1,1,0,1,1,0,15,8,1,24,2,8,8.5,1,3,0,1,3,1
1,0,0,1,1,0,0,0,10,7,1,18,1,8,6.1000000000000005,3,3,0,0,3,1
0,1,1,0,0,1,0,0,7,13,2,22,2,14,6.750000000000001,0,3,0,4,3,0
0,1,0,0,1,1,1,0,10,4,1,15,2,4,5.5,0,3,1,1,1,1
0,0,0,1,1,1,1,0,9,12,0,21,2,12,6.8999999999999995,6,4,0,3,1,3
1,1,1,0,1,1,0,0,17,15,3,35,2,16,11.450000000000001,0,3,3,1,3,3
1,1,0,1,1,1,1,0,11,5,2,18,2,5,6.3500000000000005,0,3,1,4,3,1
0,1,1,0,1,0,0,0,14,11,2,27,1,12,8.900000000000002,6,3,0,0,3,4
0,0,0,1,0,0,0,0,9,5,0,14,1,6,5.0,5,3,0,1,1,0
0,0,0,0,1,1,0,0,11,11,0,22,2,12,7.45,6,2,3,0,1,4
1,1,1,1,0,1,0,0,16,11,3,30,2,12,10.05,3,1,0,0,3,2
1,0,1,1,0,0,1,0,9,9,2,20,1,9,6.4,3,3,3,4,0,0
0,0,1,0,1,0,0,0,14,11,1,26,1,12,8.700000000000001,3,3,1,0,3,0
1,0,1,0,1,1,0,0,16,13,2,31,2,14,10.350000000000001,3,3,2,1,3,3
0,0,0,0,0,1,0,0,4,10,0,14,2,11,4.3999999999999995,2,4,2,1,3,1
0,0,0,0,1,1,1,0,12,4,0,16,2,4,6.1000000000000005,1,3,1,4,3,2
1,1,0,1,1,1,0,0,10,12,2,24,2,13,7.7,5,3,2,2,1,0
1,1,0,1,1,0,1,0,14,10,2,26,1,10,8.650000000000002,0,3,3,2,0,3
1,1,0,1,1,1,1,0,7,8,2,17,2,8,5.500000000000001,6,3,1,1,3,1
1,0,0,1,0,1,0,0,13,15,1,29,2,16,9.45,1,3,1,4,0,0
0,1,1,1,0,1,0,0,10,6,2,18,2,7,6.2,0,4,3,1,2,1
1,0,1,0,1,1,1,0,15,11,2,28,2,11,9.450000000000001,1,1,1,4,3,4
1,0,1,0,1,1,0,0,15,6,2,23,2,7,8.200000000000001,2,2,0,1,3,4
0,0,0,1,1,0,1,0,7,13,0,20,1,13,6.200000000000001,5,2,1,4,3,0
1,0,1,1,1,0,0,0,8,9,2,19,1,10,6.000000000000001,0,3,3,1,3,3
1,1,1,0,1,1,1,0,13,6,3,22,2,6,7.6000000000000005,5,3,1,0,2,4
1,0,0,1,0,0,1,0,14,14,1,29,1,14,9.450000000000001,5,4,3,2,0,1
0,0,0,0,0,0,1,0,5,6,0,11,1,6,3.65,3,0,1,0,0,0
1,0,1,1,0,0,0,0,14,7,2,23,1,8,7.900000000000001,0,1,3,2,3,3
1,0,0,0,0,1,0,0,11,7,1,19,2,8,6.65,6,4,2,4,3,0
1,1,1,0,0,0,0,0,12,8,3,23,1,9,7.550000000000001,3,0,3,0,3,0
0,0,1,1,0,0,1,0,7,8,1,16,1,8,5.150000000000001,2,2,2,1,1,4
0,1,0,0,1,0,0,0,8,7,1,16,1,8,5.300000000000001,5,3,2,0,3,4
0,1,1,0,1,1,0,0,20,12,2,34,2,13,11.700000000000001,3,4,2,3,1,4
1,1,0,0,0,0,1,0,5,11,2,18,1,11,5.300000000000001,2,3,1,4,0,2
0,1,1,0,1,1,1,0,9,12,2,23,2,12,7.3,1,3,1,0,0,4
0,0,0,1,0,0,1,0,15,13,0,28,1,13,9.4,3,4,0,1,0,1
0,0,0,0,1,1,1,0,14,13,0,27,2,13,9.150000000000002,0,0,2,0,3,1
1,0,1,1,0,0,0,0,8,13,2,23,1,14,7.000000000000001,1,4,2,4,3,0
1,1,0,1,0,1,1,0,17,10,2,29,2,10,10.000000000000002,1,0,2,4,0,0
0,0,1,1,0,0,1,0,6,7,1,14,1,7,4.500000000000001,2,1,1,2,2,4
0,0,0,1,0,1,0,0,6,14,0,20,2,15,6.2,1,4,0,4,3,2
1,0,0,0,0,0,0,0,17,6,1,24,1,7,8.65,2,3,0,4,2,4
1,0,0,1,0,1,0,0,11,4,1,16,2,5,5.9,5,1,1,2,1,1
1,1,0,0,1,0,1,0,14,9,2,25,1,9,8.4,6,3,0,1,1,1
0,0,1,0,1,1,0,0,11,5,1,17,2,6,6.15,5,2,0,1,3,0
1,1,1,1,1,0,0,0,12,10,3,25,1,11,8.05,5,2,3,1,1,4
0,0,0,0,0,1,0,0,21,10,0,31,2,11,11.200000000000001,5,2,1,2,1,1
0,0,0,0,1,0,1,0,17,5,0,22,1,5,8.200000000000001,2,3,3,4,3,1
0,0,0,1,0,0,1,0,12,11,0,23,1,11,7.700000000000001,3,1,2,4,0,4
1,0,1,0,1,0,1,0,8,8,2,18,1,8,5.750000000000001,5,4,1,4,2,4
1,1,1,1,0,0,1,0,12,4,3,19,1,4,6.550000000000001,1,4,0,0,0,0
0,0,1,1,0,0,0,0,7,10,1,18,1,11,5.650000000000001,1,2,1,2,3,0
0,0,1,1,1,1,1,0,6,7,1,14,2,7,4.65,1,3,0,2,0,3
1,1,0,1,0,1,1,0,12,9,2,23,2,9,7.750000000000001,2,0,2,0,3,2
1,1,1,0,0,1,1,0,4,11,3,18,2,11,5.249999999999999,6,0,3,2,0,0
1,1,0,0,1,0,1,0,14,12,2,28,1,12,9.150000000000002,1,3,3,4,3,2
0,1,0,1,0,0,0,0,16,6,1,23,1,7,8.25,1,3,0,0,2,2
1,0,0,1,1,1,0,0,13,9,1,23,2,10,7.95,3,3,2,4,2,0
0,0,1,0,1,0,1,0,7,13,1,21,1,13,6.400000000000001,2,2,1,2,2,3
1,1,1,0,0,0,0,0,7,9,3,19,1,10,5.800000000000001,0,4,2,0,0,0
0,1,0,0,0,0,1,0,10,11,1,22,1,11,7.1000000000000005,0,1,2,1,3,1
1,1,0,1,1,0,1,0,20,8,2,30,1,8,10.55,1,3,2,0,1,4
1,0,1,1,0,0,0,0,10,8,2,20,1,9,6.550000000000001,1,1,0,0,3,3
1,0,0,1,1,0,1,0,10,7,1,18,1,7,6.1000000000000005,5,3,2,1,3,3
0,1,1,0,0,1,1,0,14,5,2,21,2,5,7.550000000000001,1,3,3,4,2,2
1,0,0,1,1,0,0,0,8,4,1,13,1,5,4.550000000000001,3,1,1,0,3,4
0,0,0,1,0,1,0,0,5,5,0,10,2,6,3.55,1,3,1,4,3,4
0,0,1,0,0,0,1,0,20,13,1,34,1,13,11.6,4,3,1,0,0,1
0,0,1,0,0,0,1,0,9,14,1,24,1,14,7.45,3,3,2,0,2,3
0,1,1,0,1,1,0,0,13,9,2,24,2,10,8.15,6,3,1,2,3,3
1,1,0,1,1,0,0,0,15,6,2,23,1,7,8.05,0,2,0,0,3,4
0,1,0,1,0,1,0,0,11,10,1,22,2,11,7.4,3,1,1,4,2,0
1,1,1,0,0,1,1,0,13,11,3,27,2,11,8.850000000000001,4,0,1,0,0,3
1,0,1,0,0,0,1,0,18,11,2,31,1,11,10.5,4,3,3,1,3,4
0,0,0,0,0,0,1,0,21,8,0,29,1,8,10.55,5,3,2,1,1,4
0,1,1,1,0,0,0,0,9,12,2,23,1,13,7.15,2,3,0,4,1,2
1,0,0,1,1,1,0,0,13,10,1,24,2,11,8.200000000000001,3,0,0,0,2,3
1,1,0,0,1,0,0,0,7,9,2,18,1,10,5.600000000000001,1,4,1,4,3,2
1,1,1,0,0,1,0,0,19,9,3,31,2,10,10.750000000000002,3,3,1,4,2,2
0,0,1,1,0,1,0,0,17,10,1,28,2,11,9.8,0,0,0,3,0,0
1,0,1,1,1,1,1,0,20,14,2,36,2,14,12.200000000000001,6,2,2,1,1,0
0,1,0,1,1,1,1,0,10,13,1,24,2,13,7.75,4,3,1,1,3,3
1,1,0,1,0,0,1,0,17,4,2,23,1,4,8.350000000000001,6,3,3,0,0,2
0,1,0,0,1,0,0,0,11,8,1,20,1,9,6.750000000000001,5,0,1,4,2,3
1,0,0,0,0,0,0,0,21,11,1,33,1,12,11.5,1,3,1,1,1,3
1,0,0,0,0,0,0,0,11,4,1,16,1,5,5.750000000000001,1,1,0,3,1,1
0,0,1,1,1,0,0,0,8,7,1,16,1,8,5.300000000000001,5,3,2,4,3,3
1,0,0,1,1,1,0,0,17,11,1,29,2,12,10.05,0,0,0,1,3,3
1,1,0,1,1,0,1,0,16,6,2,24,1,6,8.450000000000001,3,4,3,1,3,0
0,0,1,1,1,0,1,0,14,13,1,28,1,13,9.200000000000001,5,0,1,4,3,0
1,0,1,0,1,1,0,0,6,10,2,18,2,11,5.6000000000000005,6,0,0,4,2,1
0,1,1,1,1,1,1,0,7,12,2,21,2,12,6.500000000000001,1,2,3,2,2,0
1,1,0,0,0,0,1,0,10,7,2,19,1,7,6.300000000000001,6,2,2,1,3,1
0,1,1,1,0,0,0,0,8,9,2,19,1,10,6.000000000000001,3,3,3,1,3,3
0,1,1,0,1,1,1,0,14,11,2,27,2,11,9.050000000000002,0,2,0,4,1,3
0,1,1,1,1,1,0,0,20,9,2,31,2,10,10.950000000000001,2,1,0,4,0,1
1,1,1,0,0,1,0,0,10,12,3,25,2,13,7.8999999999999995,1,1,1,4,3,0
1,0,0,1,1,1,0,0,13,9,1,23,2,10,7.95,2,2,0,4,3,4
1,1,0,1,0,1,0,0,9,14,2,25,2,15,7.8,3,0,0,4,3,0
0,0,0,0,1,1,1,0,14,7,0,21,2,7,7.65,3,1,1,4,3,4
1,0,1,0,0,1,1,0,8,11,2,21,2,11,6.65,4,3,2,1,3,1
0,1,0,1,1,1,1,0,11,5,1,17,2,5,6.15,2,2,2,1,0,2
0,1,1,0,0,0,0,0,15,13,2,30,1,14,9.8,6,3,0,2,3,0
1,1,1,0,0,1,1,0,11,10,3,24,2,10,7.8,5,2,0,0,0,3
0,0,1,0,0,0,1,0,19,5,1,25,1,5,9.200000000000001,0,2,0,0,3,0
0,1,1,1,0,0,0,0,16,13,2,31,1,14,10.200000000000001,6,1,3,0,2,2
0,0,1,0,1,0,1,0,11,9,1,21,1,9,7.000000000000001,5,3,0,4,3,1
0,0,1,0,0,1,0,0,13,10,1,24,2,11,8.200000000000001,5,3,2,0,1,1
1,1,0,0,1,1,0,0,17,6,2,25,2,7,9.000000000000002,0,3,0,1,3,4
0,0,1,1,1,1,1,0,13,5,1,19,2,5,6.95,6,3,1,3,3,3
0,1,0,1,0,1,0,0,22,13,1,36,2,14,12.55,1,0,3,1,0,3
0,0,1,1,0,1,0,0,12,11,1,24,2,12,8.05,0,2,1,3,3,0
0,1,1,0,1,1,0,0,8,8,2,18,2,9,5.9,5,4,2,1,2,1
1,0,1,1,1,0,0,0,12,11,2,25,1,12,8.100000000000001,3,2,3,4,3,1
1,0,1,1,0,0,0,0,16,9,2,27,1,10,9.200000000000001,1,3,0,1,0,0
0,0,1,0,0,1,0,0,14,9,1,24,2,10,8.350000000000001,1,4,1,2,1,0
1,1,1,1,0,1,1,0,12,13,3,28,2,13,8.950000000000001,4,3,1,1,0,4
1,1,0,1,1,0,1,0,9,11,2,22,1,11,6.9,3,4,3,1,3,2
0,1,1,0,1,0,0,0,14,9,2,25,1,10,8.4,1,4,3,0,3,1
1,0,0,1,0,1,0,0,11,12,1,24,2,13,7.9,5,4,0,3,1,1
0,0,0,1,1,0,0,0,11,10,0,21,1,11,7.050000000000001,3,3,3,1,3,3
1,0,1,1,0,1,1,0,9,12,2,23,2,12,7.3,2,3,0,3,0,0
0,1,0,1,0,1,1,0,16,8,1,25,2,8,8.9,5,1,1,2,3,1
0,0,0,1,0,0,1,0,9,11,0,20,1,11,6.5,3,3,0,4,3,0
1,1,1,1,0,0,1,0,15,13,3,31,1,13,10.0,6,2,0,4,1,0
0,1,1,1,1,1,0,0,5,6,2,13,2,7,4.2,2,3,0,1,0,0
0,1,0,1,1,0,0,0,16,7,1,24,1,8,8.5,3,0,2,2,0,1
1,0,1,0,0,0,1,0,11,12,2,25,1,12,7.950000000000001,4,3,0,0,3,4
0,0,0,1,0,0,1,0,12,8,0,20,1,8,6.950000000000001,6,1,0,4,3,0
0,1,0,0,0,1,0,0,10,9,1,20,2,10,6.75,1,0,0,1,2,4
0,0,0,1,0,0,0,0,14,5,0,19,1,6,7.000000000000001,0,3,1,4,3,1
1,0,1,0,0,1,0,0,23,9,2,34,2,10,12.150000000000002,3,1,2,1,0,0
1,1,1,1,1,0,1,0,18,15,3,36,1,15,11.7,0,3,1,1,2,3
1,1,0,0,1,0,1,0,9,6,2,17,1,6,5.65,2,1,0,1,0,3
0,1,0,0,0,0,1,0,11,4,1,16,1,4,5.750000000000001,0,3,3,4,0,1
0,1,0,1,1,0,0,0,9,7,1,17,1,8,5.7,3,3,3,3,3,0
1,0,0,1,0,0,1,0,11,14,1,26,1,14,8.25,1,4,0,4,0,1
0,0,0,1,1,0,1,0,12,10,0,22,1,10,7.450000000000001,0,3,3,0,2,0
0,1,1,0,0,1,1,0,16,7,2,25,2,7,8.850000000000001,2,0,1,3,0,4
0,1,1,0,0,1,1,0,13,13,2,28,2,13,9.15,1,2,0,3,2,0
0,1,0,0,0,1,1,0,16,6,1,23,2,6,8.4,0,3,0,0,1,0
0,1,1,1,1,0,0,0,19,14,2,35,1,15,11.650000000000002,0,3,1,1,3,1
1,1,1,0,1,0,0,0,14,6,3,23,1,7,7.850000000000001,1,4,3,2,3,3
0,1,1,1,1,0,1,0,14,7,2,23,1,7,7.900000000000001,6,3,1,3,3,0
0,1,0,1,1,1,1,0,16,13,1,30,2,13,10.15,3,2,1,2,3,4
0,0,1,1,1,0,1,0,15,11,1,27,1,11,9.1,6,2,3,0,3,3
1,1,1,0,1,0,0,0,13,13,3,29,1,14,9.2,4,3,3,4,3,1
1,1,1,1,1,1,0,0,4,9,3,16,2,10,4.75,3,1,1,1,3,1
0,0,0,1,1,1,0,0,11,10,0,21,2,11,7.2,0,0,1,2,2,3
1,1,0,0,0,0,1,0,11,14,2,27,1,14,8.450000000000001,3,3,2,4,1,0
0,0,0,1,0,1,1,0,10,13,0,23,2,13,7.55,0,3,3,2,3,0
1,1,0,1,0,1,0,0,11,13,2,26,2,14,8.350000000000001,2,2,2,0,3,0
1,0,0,1,0,0,1,0,15,10,1,26,1,10,8.85,0,1,1,1,3,1
1,0,1,0,0,0,1,0,10,7,2,19,1,7,6.300000000000001,1,2,3,1,3,1
1,0,1,1,1,0,1,0,11,7,2,20,1,7,6.700000000000001,5,2,0,4,0,0
0,1,0,0,1,0,1,0,17,6,1,24,1,6,8.65,0,3,3,4,1,1
1,0,0,0,1,0,1,0,12,7,1,20,1,7,6.900000000000001,3,3,2,1,3,1
1,1,0,1,0,0,1,0,12,8,2,22,1,8,7.350000000000001,0,2,0,4,0,0
1,1,1,0,1,0,0,0,13,7,3,23,1,8,7.700000000000001,1,0,1,4,0,4
0,0,0,1,0,1,1,0,5,10,0,15,2,10,4.8,0,3,0,1,0,0
0,1,1,0,1,1,1,0,13,14,2,29,2,14,9.4,1,0,1,3,1,0
1,1,1,0,1,1,1,0,14,6,3,23,2,6,8.000000000000002,3,3,2,0,1,1
1,0,1,1,1,0,0,0,15,12,2,29,1,13,9.55,2,2,2,1,2,0
0,1,1,1,1,1,0,0,12,8,2,22,2,9,7.500000000000001,0,3,1,1,0,1
1,1,1,0,1,1,1,0,14,6,3,23,2,6,8.000000000000002,2,2,3,0,1,4
0,1,0,0,1,1,1,0,17,7,1,25,2,7,9.05,3,4,2,0,3,1
0,0,1,1,0,1,0,0,17,3,1,21,2,4,8.05,2,3,1,4,2,2
1,1,0,1,1,0,1,0,17,7,2,26,1,7,9.100000000000001,0,2,2,1,0,1
1,0,1,1,1,0,0,0,15,8,2,25,1,9,8.55,6,0,0,4,1,2
1,1,0,0,0,1,0,0,18,6,2,26,2,7,9.4,0,2,1,4,2,1
1,0,0,0,1,1,0,0,15,8,1,24,2,9,8.5,0,4,3,4,3,4
1,1,1,1,1,0,1,0,10,13,3,26,1,13,8.0,1,0,0,1,1,1
1,1,1,0,1,0,1,0,18,8,3,29,1,8,9.95,2,3,3,1,1,4
0,1,0,1,0,1,0,0,12,10,1,23,2,11,7.800000000000001,6,2,3,4,2,0
1,1,0,0,0,1,1,0,21,9,2,32,2,9,11.350000000000001,1,3,1,0,2,4
1,1,0,0,1,0,1,0,15,10,2,27,1,10,9.05,6,3,0,2,3,0
0,0,1,0,0,1,0,0,6,4,1,11,2,5,3.9000000000000004,5,3,0,0,0,3
1,0,1,1,1,0,1,0,6,6,2,14,1,6,4.450000000000001,1,3,3,1,3,1
1,1,1,1,1,0,0,0,14,8,3,25,1,9,8.350000000000001,0,3,0,2,1,3
0,0,1,1,0,1,0,0,9,12,1,22,2,13,7.1,3,3,3,1,2,3
0,1,0,1,0,0,1,0,15,11,1,27,1,11,9.1,2,2,3,1,1,3
0,0,1,0,0,0,1,0,17,6,1,24,1,6,8.65,3,2,1,4,3,3
0,0,1,1,0,0,1,0,16,9,1,26,1,9,9.0,0,3,3,2,3,3
1,1,1,1,0,0,1,0,12,3,3,18,1,3,6.300000000000001,1,3,1,1,1,2
1,1,0,1,0,0,0,0,7,7,2,16,1,8,5.100000000000001,3,3,3,4,1,1
1,0,1,0,0,0,1,0,11,7,2,20,1,7,6.700000000000001,0,1,2,1,3,2
0,1,0,0,1,0,1,0,14,12,1,27,1,12,8.950000000000001,6,3,0,0,2,3
1,1,1,1,0,0,0,0,8,5,3,16,1,6,5.200000000000001,5,1,1,3,3,2
0,0,1,0,1,1,1,0,7,9,1,17,2,9,5.550000000000001,0,3,0,0,2,2
0,0,1,0,1,1,1,0,13,4,1,18,2,4,6.7,2,4,3,4,3,0
1,1,0,1,0,0,1,0,14,8,2,24,1,8,8.15,3,1,0,3,3,0
0,1,1,1,1,0,1,0,8,6,2,16,1,6,5.250000000000001,6,3,3,4,3,0
1,1,1,1,0,0,1,0,19,7,3,29,1,7,10.100000000000001,1,3,2,0,0,3
0,1,1,1,0,1,1,0,7,13,2,22,2,13,6.750000000000001,1,0,2,4,3,1
0,0,1,0,0,1,1,0,16,6,1,23,2,6,8.4,3,0,0,4,0,0
0,0,1,1,1,0,1,0,11,10,1,22,1,10,7.250000000000001,3,3,0,1,3,4
1,0,1,0,0,0,1,0,9,11,2,22,1,11,6.9,6,4,2,2,3,0
0,1,0,1,0,1,0,0,22,8,1,31,2,9,11.3,3,3,0,1,3,1
0,0,0,0,0,0,1,0,16,11,0,27,1,11,9.3,5,3,0,4,3,4
1,1,0,0,1,0,0,0,12,13,2,27,1,14,8.600000000000001,3,3,1,0,3,4
1,0,1,1,0,0,1,0,16,11,2,29,1,11,9.700000000000001,2,3,1,2,1,0
0,1,0,0,1,1,1,0,12,12,1,25,2,12,8.3,5,3,3,0,3,1
0,0,0,0,0,0,1,0,15,8,0,23,1,8,8.15,1,4,0,4,3,2
1,0,0,1,0,1,1,0,9,10,1,20,2,10,6.6,1,1,3,4,3,3
1,1,0,0,0,1,0,0,18,13,2,33,2,14,11.15,3,3,3,1,3,1
1,1,0,1,0,1,0,0,19,10,2,31,2,11,10.800000000000002,4,3,3,4,3,0
1,1,0,0,1,0,0,2,21,10,2,33,1,11,11.450000000000001,3,3,3,1,3,4
1,0,0,1,1,0,1,2,17,4,1,22,1,4,8.15,3,3,3,1,2,3
0,0,0,1,0,1,0,2,7,5,0,12,2,6,4.3500000000000005,2,2,0,0,2,1
0,1,0,0,0,0,0,2,12,11,1,24,1,12,7.900000000000001,3,3,1,1,0,0
0,0,1,0,1,1,1,2,12,9,1,22,2,9,7.550000000000001,2,2,1,0,3,4
0,0,1,1,0,0,0,2,12,8,1,21,1,9,7.150000000000001,1,3,0,4,1,0
1,1,0,1,0,1,1,2,14,10,2,26,2,10,8.800000000000002,0,1,2,4,3,1
1,0,0,0,1,0,0,2,20,12,1,33,1,13,11.35,2,3,0,1,3,0
1,0,1,1,0,0,1,2,18,12,2,32,1,12,10.75,1,3,2,4,3,3
0,1,1,0,0,0,0,2,14,5,2,21,1,6,7.400000000000001,0,2,1,0,0,3
0,1,1,1,0,1,0,2,19,6,2,27,2,7,9.800000000000002,6,2,2,0,0,0
1,0,0,0,0,0,1,2,12,11,1,24,1,11,7.900000000000001,5,2,0,3,3,1
0,1,1,1,1,1,1,2,11,12,2,25,2,12,8.100000000000001,5,3,2,1,2,3
0,0,0,1,0,0,0,2,15,13,0,28,1,14,9.4,2,4,3,1,1,3
0,1,0,0,0,1,1,2,16,12,1,29,2,12,9.9,3,2,1,4,3,2
1,1,0,1,1,1,0,2,16,6,2,24,2,7,8.600000000000001,1,3,1,0,3,2
0,0,0,1,0,0,1,2,22,9,0,31,1,9,11.200000000000001,0,2,3,0,3,1
1,0,0,0,0,1,1,2,17,14,1,32,2,14,10.8,1,1,3,1,3,4
0,0,0,0,1,1,1,2,12,11,0,23,2,11,7.8500000000000005,3,3,1,2,2,1
1,1,1,0,1,0,0,2,12,7,3,22,1,8,7.300000000000001,1,4,2,0,3,3
0,0,1,0,0,0,1,2,3,12,1,16,1,12,4.550000000000001,0,3,3,4,3,2
1,0,1,0,0,0,0,2,17,3,2,22,1,4,8.100000000000001,3,3,1,4,2,0
0,1,1,1,0,1,1,2,18,8,2,28,2,8,9.9,6,1,1,1,3,1
0,0,1,0,1,1,0,2,18,5,1,24,2,6,8.95,1,1,3,4,3,0
1,1,0,1,1,0,1,2,19,6,2,27,1,6,9.650000000000002,0,4,1,3,3,3
0,1,1,1,0,1,1,2,20,14,2,36,2,14,12.200000000000001,1,0,3,0,3,4
1,1,0,1,1,0,1,2,13,15,2,30,1,15,9.5,2,4,3,1,0,4
0,0,1,1,1,0,1,2,8,9,1,18,1,9,5.800000000000001,6,3,2,3,2,4
1,0,1,1,1,1,0,2,16,9,2,27,2,10,9.350000000000001,3,4,2,1,3,4
1,0,0,1,1,1,0,2,10,7,1,18,2,8,6.25,2,0,0,1,2,3
0,0,0,0,0,1,0,2,12,7,0,19,2,8,6.8500000000000005,5,3,1,1,1,0
0,0,1,0,0,1,1,2,21,9,1,31,2,9,11.15,1,3,3,4,0,0
0,0,1,1,1,0,1,2,14,5,1,20,1,5,7.200000000000001,3,4,0,1,3,3
1,1,1,1,0,1,1,2,17,6,3,26,2,6,9.200000000000001,3,0,2,4,2,4
0,1,1,1,1,0,0,2,13,13,2,28,1,14,9.0,3,3,0,0,3,3
1,1,0,0,0,0,1,2,10,8,2,20,1,8,6.550000000000001,6,2,3,2,1,1
0,0,0,1,0,0,1,2,12,4,0,16,1,4,5.950000000000001,6,3,0,4,3,1
1,1,0,0,0,1,0,2,21,13,2,36,2,14,12.350000000000001,5,3,3,4,0,4
1,0,0,0,1,1,1,2,16,8,1,25,2,8,8.9,1,2,0,0,0,0
1,0,0,0,1,1,0,2,19,5,1,25,2,6,9.350000000000001,0,1,2,1,3,0
1,0,0,1,1,1,1,2,17,11,1,29,2,11,10.05,1,0,0,2,1,2
0,0,1,1,0,0,0,2,8,13,1,22,1,14,6.800000000000001,1,3,2,3,3,4
1,1,1,1,0,0,0,2,14,6,3,23,1,7,7.850000000000001,5,3,3,3,2,1
0,1,0,0,1,1,1,2,11,5,1,17,2,5,6.15,3,4,0,2,3,1
1,0,1,0,1,1,0,2,12,10,2,24,2,11,8.000000000000002,3,2,2,0,3,4
1,0,1,0,1,1,1,2,16,14,2,32,2,14,10.600000000000001,5,3,0,4,3,1
1,0,0,0,1,0,0,2,18,4,1,23,1,5,8.549999999999999,3,2,0,3,1,2
0,1,0,1,1,1,0,2,9,6,1,16,2,7,5.6,5,3,1,3,2,1
1,1,1,1,0,1,1,2,16,5,3,24,2,5,8.55,6,3,3,1,3,2
0,1,1,0,0,1,1,2,11,5,2,18,2,5,6.3500000000000005,6,0,0,4,3,0
1,1,0,1,0,1,0,2,16,13,2,31,2,14,10.350000000000001,1,0,1,2,3,1
1,1,0,0,0,1,1,2,11,12,2,25,2,12,8.100000000000001,6,1,2,1,0,4
1,0,0,1,1,1,1,2,19,12,1,32,2,12,11.100000000000001,3,2,3,4,3,0
0,1,1,1,0,1,0,2,9,10,2,21,2,11,6.8,2,1,2,0,1,0
0,0,0,1,0,0,0,2,14,5,0,19,1,6,7.000000000000001,1,1,2,0,1,0
1,1,0,1,1,0,1,2,15,5,2,22,1,5,7.800000000000001,5,3,0,1,3,1
1,0,1,0,0,0,0,2,12,7,2,21,1,8,7.100000000000001,3,3,1,3,2,1
1,1,0,1,0,0,1,2,16,4,2,22,1,4,7.950000000000001,2,3,0,1,2,2
0,0,1,0,0,0,1,2,9,6,1,16,1,6,5.45,3,4,3,1,3,4
1,1,0,0,1,1,1,2,12,7,2,21,2,7,7.250000000000001,5,3,1,0,1,3
1,1,0,1,0,1,1,2,15,9,2,26,2,9,8.950000000000001,3,3,0,1,3,4
0,1,0,0,1,1,1,2,16,13,1,30,2,13,10.15,3,2,1,1,3,1
0,0,1,1,0,0,1,2,10,6,1,17,1,6,5.8500000000000005,3,2,2,0,2,4
1,1,0,1,1,0,0,2,22,6,2,30,1,7,10.850000000000001,0,3,3,2,3,1
1,0,1,1,1,1,0,2,15,8,2,25,2,9,8.700000000000001,0,1,2,0,3,4
1,1,0,1,1,0,1,2,7,8,2,17,1,8,5.350000000000001,6,0,2,1,2,0
0,0,0,1,0,1,1,2,15,10,0,25,2,10,8.8,0,3,3,4,3,2
0,1,0,1,0,1,0,2,13,11,1,25,2,12,8.450000000000001,3,2,0,1,3,3
1,0,1,0,0,1,0,2,22,8,2,32,2,9,11.500000000000002,0,3,0,3,3,0
1,1,0,1,0,1,1,2,8,6,2,16,2,6,5.4,5,3,3,2,0,2
0,1,1,0,1,0,0,2,16,12,2,30,1,13,9.950000000000001,2,1,1,0,0,4
1,0,1,0,1,1,0,2,12,4,2,18,2,5,6.500000000000001,6,0,3,3,3,3
0,0,1,0,1,1,1,2,12,8,1,21,2,8,7.300000000000001,0,3,1,3,0,4
1,0,1,0,0,0,0,2,15,4,2,21,1,5,7.550000000000001,6,3,0,4,3,2
0,0,1,1,0,0,1,2,7,14,1,22,1,14,6.650000000000001,6,4,2,1,3,1
1,1,1,0,1,0,1,2,17,13,3,33,1,13,10.8,6,3,1,3,0,4
0,0,1,1,1,0,1,2,8,13,1,22,1,13,6.800000000000001,5,2,3,1,3,2
0,1,0,0,0,0,0,2,9,9,1,19,1,10,6.2,5,4,3,0,1,1
0,0,1,1,1,1,0,2,13,12,1,26,2,13,8.7,0,4,2,3,3,0
1,0,1,1,0,0,0,2,7,7,2,16,1,8,5.100000000000001,0,1,2,4,0,0
0,1,0,0,1,1,0,2,8,10,1,19,2,11,6.2,5,3,1,1,3,1
1,1,1,1,0,0,1,2,16,12,3,31,1,12,10.15,1,4,3,1,1,1
1,0,1,0,0,1,1,2,14,10,2,26,2,10,8.800000000000002,3,3,1,4,2,3
